search_year,registry_id,fac_name,fac_city,fac_zip,fac_lat,fac_long,population_density,ozone_non_attainment,pm_non_attainment,lead_non_attainment,so2_non_attainment,naics_codes,air_source_classification,caa_evaluation_count,tri_tox_label,tri_tox,tri_units,tri_tox_rsei,tri_twpe_units,nei_tox_label,nei_tox,nei_units,nei_tox_rsei,nei_twpe_units,tri_cap_label,tri_cap,tri_cap_units,tri_cap_rsei,tri_twpe_cap_units,nei_cap_label,nei_cap,nei_cap_units,nei_cap_rsei,nei_twpe_cap_units,tri_hap_label,tri_hap,tri_hap_units,tri_hap_rsei,nei_hap_label,nei_hap,nei_hap_units,nei_hap_rsei,nei_twpe_hap_units,ghg_column_label,ghg_emission,ghg_units,nei_ghg_column_label,nei_ghg_emission,nei_ghg_units,camd_so2_label,camd_so2,camd_nox_label,camd_nox,camd_co2_label,camd_co2,camd_units,operating_status,formal_count,informal_count,total_actions,hpv_count,frv_count,AIR_OPERATING_STATUS_DESC,AIR_POLLUTANT_CLASS_DESC
2015,110000336725,PAPERWORKS IND INC/MILL DIV,PHILADELPHIA,19127,40.03363,-75.2368,4330.18,Y,Y,N,N,322130,Major Emissions,,2015 TRI Air Toxics,1.76,Pounds,40480.0,TWPE,2014 NEI Air Toxics,0.0,Pounds,0.0,TWPE,2015 TRI Criteria Pollutants,1.76,Pounds,40480.0,TWPE,2014 NEI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2015 TRI HAPs,1.76,Pounds,40480.0,2014 NEI HAPs,0.0,Pounds,0.0,TWPE,2015 GHG EMISSIONS,62330.264,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,Permanently Closed,0.0,2.0,2.0,0.0,1.0,Permanently Closed,Major Emissions
2015,110000336798,PENN FISHING TACKLE,PHILADELPHIA,19132,40.00478,-75.1791,13355.24,Y,Y,N,N,339920,Minor Emissions,,2015 TRI Air Toxics,750.0,Pounds,27000.0,TWPE,2014 NEI Air Toxics,1284.0,Pounds,46224.0,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2015 TRI HAPs,750.0,Pounds,27000.0,2014 NEI HAPs,1284.0,Pounds,46224.0,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Minor Emissions
2015,110000336636,CARDONE INDUSTRIES,PHILADELPHIA,19120,40.03795,-75.1119,14674.36,Y,Y,N,N,336211|336312|336322|336340|336399,Major Emissions,2.0,2015 TRI Air Toxics,1.071,Pounds,24633.0,TWPE,2014 NEI Air Toxics,15741.041,Pounds,919674.2,TWPE,2015 TRI Criteria Pollutants,1.071,Pounds,24633.0,TWPE,2014 NEI Criteria Pollutants,81186.7436,Pounds,23943.0,TWPE,2015 TRI HAPs,1.071,Pounds,24633.0,2014 NEI HAPs,15740.0,Pounds,895731.2,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Major Emissions
2015,110024522462,COATING & CONVERTING TECHNOLOGIES CORP,PHILADELPHIA,19148,39.92626,-75.14588,14916.99,Y,Y,N,N,322220|322222,80% Synthetic Minor Emissions,2.0,2015 TRI Air Toxics,14670.3,Pounds,10269.21,TWPE,2014 NEI Air Toxics,14763.3653971,Pounds,13757030.09804,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,36671.73273888,Pounds,435.79424,TWPE,2015 TRI HAPs,14670.3,Pounds,10269.21,2014 NEI HAPs,14759.95265822,Pounds,13756594.3038,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Synthetic Minor Emissions
2015,110000336878,PUROLITE LLC AN ECOLAB CO,PHILADELPHIA,19134,40.0044,-75.1145,14956.15,Y,Y,N,N,325211,80% Synthetic Minor Emissions,4.0,2015 TRI Air Toxics,2503.0,Pounds,8760.5,TWPE,2014 NEI Air Toxics,2729.0652055,Pounds,2447271.999380116,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,18714.85193188,Pounds,9548.61324,TWPE,2015 TRI HAPs,2503.0,Pounds,8760.5,2014 NEI HAPs,2521.82841362,Pounds,2437723.386140116,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,Operating,0.0,2.0,2.0,0.0,1.0,Operating,Synthetic Minor Emissions
2015,110000336707,AMUNEAL MFG CORP/PHILA,PHILADELPHIA,19124,40.016593,-75.081845,13614.73,Y,Y,N,N,332322|339999,Other,1.0,2015 TRI Air Toxics,144.0,Pounds,6048.0,TWPE,2014 NEI Air Toxics,580.0,Pounds,8700000.0,TWPE,2015 TRI Criteria Pollutants,144.0,Pounds,6048.0,TWPE,2014 NEI Criteria Pollutants,580.0,Pounds,0.0,TWPE,2015 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,580.0,Pounds,8700000.0,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Other
2015,110011777274,RICHARDS APEX INC/LUBE MFG PLT,PHILADELPHIA,19127,40.02381,-75.22035,6353.53,Y,Y,N,N,324191|325611,80% Synthetic Minor Emissions,1.0,2015 TRI Air Toxics,23.53,Pounds,4235.4,TWPE,2014 NEI Air Toxics,42.89576176,Pounds,206137.053446256,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,1373.24494816,Pounds,248.20768,TWPE,2015 TRI HAPs,23.53,Pounds,4235.4,2014 NEI HAPs,39.6908136,Pounds,205888.845766256,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Synthetic Minor Emissions
2015,110000584797,INOLEX CHEMICAL CO,PHILADELPHIA,19148,39.92012,-75.14641,13802.96,Y,Y,N,N,325199|325211,Major Emissions,,2015 TRI Air Toxics,172.6,Pounds,1718.92,TWPE,2014 NEI Air Toxics,0.0,Pounds,0.0,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2015 TRI HAPs,5.9,Pounds,51.92,2014 NEI HAPs,0.0,Pounds,0.0,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,Permanently Closed,0.0,0.0,0.0,0.0,0.0,Permanently Closed,Major Emissions
2015,110000336930,QUAKER CITY CHEMICALS,PHILADELPHIA,19136,40.02477,-75.028197,9601.43,Y,Y,N,N,325199|325998|424690,,1.0,2015 TRI Air Toxics,340.0,Pounds,353.34,TWPE,2014 NEI Air Toxics,351.0,Pounds,401.84,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2015 TRI HAPs,340.0,Pounds,353.34,2014 NEI HAPs,351.0,Pounds,401.84,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2015,110000336850,NUPRO INDUSTRIES CORP,PHILADELPHIA,19134,39.9833,-75.0948,10597.9,Y,Y,N,N,311225|311613|311710|316999|325199|999999,No Classification In ICIS,1.0,2015 TRI Air Toxics,250.0,Pounds,45.0,TWPE,2014 NEI Air Toxics,0.0,Pounds,0.0,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2015 TRI HAPs,250.0,Pounds,45.0,2014 NEI HAPs,0.0,Pounds,0.0,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,No Operating Status In ICIS,0.0,0.0,0.0,0.0,0.0,,
2015,110038101201,PHILADELPHIA INTL,PHILADELPHIA,0,39.874,-75.2496,2412.58,Y,Y,N,N,488119,,,2015 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,180158.33713141407,Pounds,8979668067.097658,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,11903275.7485814,Pounds,8146209.0,TWPE,2015 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,179804.15413141408,Pounds,8971521858.097658,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2015,110013669324,PAID STEAM BOILER PLANT,PHILADELPHIA,19112,39.890933,-75.186154,5980.06,Y,Y,N,N,221112|221118,No Classification In ICIS,,2015 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,1116.0,Pounds,1037880000.0,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2015 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,1116.0,Pounds,1037880000.0,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,Permanently Closed,0.0,0.0,0.0,0.0,0.0,Permanently Closed,Major Emissions
2015,110000337065,EXXON - PHILADELPHIA TERMINAL,PHILADELPHIA,19153,39.906834,-75.218536,8321.0,Y,Y,N,N,424710|493190,,,2015 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,5038.177364,Pounds,418490054.808,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,128807.331584,Pounds,726.432,TWPE,2015 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,5038.14578,Pounds,418489328.376,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2015,110038029068,NORTHEAST PHILADELPHIA,PHILADELPHIA,0,40.0812,-75.0185,6539.3,Y,Y,N,N,488119,,,2015 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,5287.746237422838,Pounds,238507362.84784856,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,464235.684124852,Pounds,9088208.96,TWPE,2015 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,4892.606717422838,Pounds,229419153.88784856,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2015,110000744990,GRAYS FERRY COGENERATION,PHILADELPHIA,19146,39.9425,-75.1886,19782.94,Y,Y,N,N,221112|221330,Major Emissions,4.0,2015 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,13665.25424122,Pounds,236965711.9631952,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,2247060.28,Pounds,613240.0,TWPE,2015 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,1141.45424122,Pounds,236352471.9631952,TWPE,2015 GHG EMISSIONS,782541.076,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,6316,2015 CAMD NOx,342020,2015 CAMD CO2,1251034244,Pounds,Operating,2.0,4.0,6.0,0.0,2.0,Operating,Major Emissions
2015,110000744990,GRAYS FERRY COGENERATION,PHILADELPHIA,19146,39.9425,-75.1886,19782.94,Y,Y,N,N,221112|221330,Major Emissions,4.0,2015 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,13665.25424122,Pounds,236965711.9631952,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,2247060.28,Pounds,613240.0,TWPE,2015 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,1141.45424122,Pounds,236352471.9631952,TWPE,2015 GHG EMISSIONS,782541.076,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,6316,2015 CAMD NOx,342020,2015 CAMD CO2,1251034244,Pounds,Operating,1.0,0.0,1.0,0.0,2.0,Operating,Major Emissions
2015,110070292082,NAVAL FOUNDRY AND PROPELLER CTR/PHILA,PHILADELPHIA,19112,39.889254,-75.180892,5667.46,Y,Y,N,N,928110,,,2015 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,374.28021806,Pounds,212072413.88284743,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,334545.8044008,Pounds,791200.0,TWPE,2015 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,339.88021806,Pounds,211281213.88284743,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2015,110030479756,PHILADELPHIA VETERANS AFFAIRS MEDICAL CENTER,PHILADELPHIA,19104,39.94983,-75.20117,20068.19,Y,Y,N,N,622110,80% Synthetic Minor Emissions|Minor Emissions,2.0,2015 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,2736.55159912,Pounds,177738673.35776013,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,49017.7633532,Pounds,12201.6636,TWPE,2015 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,2617.63766592,Pounds,177726471.69416013,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,Operating,0.0,0.0,0.0,0.0,0.0,Operating,Synthetic Minor Emissions
2015,110071095301,NORTHEAST WPCP/PHILA,PHILADELPHIA,19137,39.99143,-75.08499,10833.23,N,N,N,N,924110,,,2015 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,7131.2044520631,Pounds,162165951.011225,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,77218.97751438,Pounds,62775.01074,TWPE,2015 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,5774.9512776831,Pounds,162103176.000485,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2015,110041612243,WINGS FIELD,PHILADELPHIA,0,40.1334,-75.25025,2007.87,Y,Y,N,N,488119,,,2015 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,2648.0119488249,Pounds,123676251.40731648,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,216804.01118775233,Pounds,3965478.76,TWPE,2015 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,2475.5998288249,Pounds,119710772.64731649,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2015,110031301730,PAPERWORKS IND INC/MILL DIV,PHILADELPHIA,19127,40.03363,-75.2368,4330.18,Y,Y,N,N,322130,,,2015 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,34793.112624,Pounds,72023428.868,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,425638.53,Pounds,1106590.0,TWPE,2015 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,9391.382624,Pounds,70916838.868,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
2015,110040863768,PHILA WATER DEPT/STP SW,PHILADELPHIA,19107,39.88613,-75.21825,2950.33,Y,Y,N,N,221320,,,2015 TRI Air Toxics,0.0,Pounds,0.0,TWPE,2014 NEI Air Toxics,4790.83829672,Pounds,52694720.7299872,TWPE,2015 TRI Criteria Pollutants,0.0,Pounds,0.0,TWPE,2014 NEI Criteria Pollutants,57449.87315556,Pounds,186959.97788,TWPE,2015 TRI HAPs,0.0,Pounds,0.0,2014 NEI HAPs,1427.04854116,Pounds,52507760.7521072,TWPE,2015 GHG EMISSIONS,0.0,MTCO2e,2014 NEI GHG EMISSIONS,0.0,Pounds,2015 CAMD SO2,0,2015 CAMD NOx,0,2015 CAMD CO2,0,Pounds,,0.0,0.0,0.0,0.0,0.0,,
